id,lower,upper,size
s0,17,98,61
s1,32,47,23
s2,85,95,16
s3,73,83,21
s4,34,79,110
s5,15,61,25
s6,4,65,120
s7,83,93,10
s8,27,72,30
s9,12,65,103
s10,90,97,87
s11,49,68,104
s12,83,88,21
s13,75,76,114
s14,60,91,20
s15,1,63,85
s16,90,100,94
s17,9,12,90
s18,32,87,30
s19,81,95,78
s20,74,94,56
s21,71,76,76
s22,65,71,62
s23,28,88,100
s24,59,95,18
s25,19,32,40
s26,63,79,114
s27,83,92,71
s28,81,94,78
s29,20,72,109
s30,8,14,4
s31,87,99,94
s32,20,55,50
s33,2,33,22
s34,33,87,68
s35,1,11,16
s36,39,51,8
s37,31,66,37
s38,20,65,17
s39,51,60,105
s40,3,22,47
s41,16,27,51
s42,50,78,32
s43,64,96,48
s44,55,62,110
s45,43,61,95
s46,34,41,35
s47,76,83,13
s48,64,77,68
s49,69,89,62
s50,47,57,116
s51,48,78,27
s52,63,80,106
s53,27,34,113
s54,52,69,85
s55,15,86,81
s56,0,57,81
s57,64,70,52
s58,60,65,7
s59,23,93,31
s60,14,54,21
s61,43,50,67
s62,27,57,90
s63,77,88,118
s64,32,90,89
s65,50,51,90
s66,50,99,109
s67,65,70,11
s68,87,90,82
s69,44,65,93
s70,65,71,104
s71,90,95,92
s72,79,80,93
s73,7,21,115
s74,13,90,16
s75,10,40,69
s76,68,78,12
s77,14,33,96
s78,9,12,125
s79,60,91,58
s80,32,47,116
s81,49,73,74
s82,48,58,94
s83,36,96,56
s84,27,30,79
s85,89,90,52
s86,56,94,51
s87,49,86,107
s88,89,97,50
s89,50,100,26
s90,89,94,22
s91,27,84,21
s92,25,93,19
s93,54,63,13
s94,89,99,60
s95,55,69,9
s96,6,37,19
s97,86,94,23
s98,78,93,68
s99,6,33,36
s100,46,63,8
s101,89,93,82
s102,56,68,86
s103,64,75,99
s104,32,42,22
s105,7,35,84
s106,60,92,114
s107,81,84,101
s108,13,65,35
s109,87,91,36
s110,73,90,18
s111,64,90,5
s112,40,63,81
s113,14,55,31
s114,73,93,31
s115,66,78,95
s116,72,93,120
s117,45,84,70
s118,83,93,109
s119,48,49,47
s120,24,50,99
s121,78,90,125
s122,59,90,73
s123,9,71,80
s124,60,84,117
s125,25,54,94
s126,37,91,79
s127,85,88,33
s128,32,84,48
s129,89,96,67
s130,17,88,46
s131,27,61,14
s132,85,96,13
s133,11,52,18
s134,0,10,41
s135,22,57,114
s136,36,44,6
s137,6,88,48
s138,48,76,22
s139,65,72,40
s140,90,96,86
s141,64,89,96
s142,90,96,23
s143,62,88,60
s144,0,81,121
s145,56,57,87
s146,35,43,38
s147,74,79,9
s148,26,56,18
s149,67,84,55
s150,44,59,122
s151,83,84,34
s152,39,89,128
s153,9,99,38
s154,63,80,61
s155,65,80,43
s156,81,90,23
s157,22,27,22
s158,69,92,75
s159,68,92,93
s160,48,72,54
s161,65,80,11
s162,61,83,107
s163,46,51,90
s164,33,46,66
s165,33,89,40
s166,26,47,91
s167,27,97,79
s168,37,44,120
s169,3,13,64
s170,85,98,127
s171,29,88,116
s172,82,97,40
s173,36,80,68
s174,54,82,10
s175,45,48,93
s176,58,71,32
s177,62,84,65
s178,57,78,33
s179,56,90,70
s180,64,72,34
s181,40,52,67
s182,44,92,53
s183,44,77,85
s184,40,91,85
s185,41,94,82
s186,41,84,80
s187,78,83,95
s188,44,48,10
s189,40,51,109
s190,60,74,20
s191,86,90,38
s192,67,86,66
s193,64,86,30
s194,46,73,80
s195,23,72,11
s196,23,38,77
s197,11,25,69
s198,34,77,95
s199,4,40,37
s200,23,24,98
s201,86,94,120
s202,29,63,53
s203,24,51,62
s204,13,73,49
s205,17,19,86
s206,23,71,96
s207,34,91,123
s208,73,79,76
s209,41,98,108
s210,29,92,109
s211,28,56,98
s212,48,71,75
s213,67,94,22
s214,85,92,32
s215,9,66,7
s216,49,61,44
s217,89,91,26
s218,6,91,22
s219,48,73,68
s220,61,82,103
s221,13,65,19
s222,66,93,110
s223,15,28,64
s224,49,97,83
s225,55,85,93
s226,14,36,24
s227,83,97,124
s228,36,95,5
s229,71,76,95
s230,13,29,58
s231,63,93,45
s232,2,50,114
s233,18,70,106
s234,8,46,118
s235,19,100,72
s236,0,59,90
s237,42,67,40
s238,72,97,54
s239,22,26,118
s240,79,99,97
s241,71,82,88
s242,63,75,29
s243,32,35,93
s244,51,56,74
s245,5,100,46
s246,33,54,19
s247,8,89,30
s248,72,84,114
s249,89,90,65
s250,23,75,123
s251,10,17,103
s252,4,51,112
s253,62,86,80
s254,88,95,43
s255,66,86,78
s256,50,80,97
s257,85,95,23
s258,2,91,8
s259,21,48,50
s260,40,93,18
s261,13,63,93
s262,3,51,79
s263,5,59,78
s264,80,99,31
s265,6,91,104
s266,38,78,111
s267,49,98,105
s268,13,15,72
s269,19,40,21
s270,75,94,127
s271,68,80,48
s272,43,58,95
s273,27,63,47
s274,58,61,124
