id,lower,upper,size
s0,41,47,72
s1,26,96,32
s2,27,49,85
s3,84,98,19
s4,17,64,35
s5,69,75,12
s6,84,96,30
s7,46,72,39
s8,24,69,15
s9,52,55,45
s10,18,59,28
s11,25,40,118
s12,76,87,118
s13,32,58,20
s14,33,46,39
s15,66,72,84
s16,42,97,61
s17,27,37,28
s18,18,35,10
s19,49,96,23
s20,61,84,28
s21,6,35,122
s22,52,54,21
s23,25,77,5
s24,80,93,89
s25,73,93,110
s26,68,76,65
s27,45,47,59
s28,62,77,122
s29,16,86,81
s30,51,80,22
s31,90,98,90
s32,15,69,63
s33,22,28,107
s34,32,62,39
s35,73,90,50
s36,62,81,117
s37,74,91,57
s38,46,84,72
s39,6,66,102
s40,4,49,63
s41,50,70,74
s42,9,41,81
s43,54,60,5
s44,49,84,110
s45,42,95,117
s46,62,87,70
s47,38,64,117
s48,84,99,20
s49,38,82,127
s50,13,58,72
s51,71,87,58
s52,32,73,55
s53,15,48,49
s54,88,91,13
s55,29,38,44
s56,16,19,123
s57,84,92,64
s58,6,84,85
s59,6,39,120
s60,28,95,84
s61,58,77,15
s62,21,66,78
s63,73,100,65
s64,15,31,62
s65,34,47,48
s66,90,95,81
s67,74,77,38
s68,28,88,35
s69,23,96,92
s70,15,90,49
s71,54,72,115
s72,85,95,6
s73,64,90,31
s74,20,90,104
